date,day_of_week,time_of_day,clinic,clinic_type,urban_rural,appointment_type,appointments,avg_appointment_duration,clinic_open_hours,appointment_lead_time,walk_ins,emergencies,staff_count,weather,transport_access_score,walk_in_policy,cancellation_rate,cancellations,no_shows,no_show_rate,staff_nurses,staff_doctors,triage_score_avg,power_outage,equipment_downtime,patients_served,avg_wait_time,efficiency_score,staff_per_patient,complaints_received
2025-05-13,Tuesday,Evening,Clinic_6,Maternal,Rural,Follow-up,79,25.4,10,11,20,2,4,Cloudy,0.71,Moderate,0.09,7,8,0.1,1,3,2.64,1,0,86,60.61,15.44,0.05,15
2025-05-14,Wednesday,Afternoon,Clinic_21,General,Urban,Follow-up,119,22.1,10,4,6,5,9,Storm,0.4,Open,0.19,22,13,0.11,4,5,3.34,0,0,95,42.5,6.31,0.09,13
2025-02-06,Thursday,Evening,Clinic_19,General,Urban,Follow-up,114,13.3,9,8,10,0,4,Storm,0.6,Open,0.16,18,11,0.1,3,1,2.92,0,0,95,38.98,19.85,0.04,8
2024-12-19,Thursday,Evening,Clinic_25,Pediatric,Urban,Follow-up,114,25.0,10,12,17,4,7,Storm,0.21,Strict,0.15,17,9,0.08,6,1,1.65,0,0,109,47.16,10.86,0.06,14
2025-04-24,Thursday,Evening,Clinic_14,Maternal,Urban,Follow-up,92,13.7,8,6,5,0,4,Cloudy,0.35,Strict,0.16,14,7,0.08,2,2,3.52,0,0,76,38.73,15.13,0.05,12
2025-05-10,Saturday,Afternoon,Clinic_15,Emergency,Urban,Urgent,87,13.3,9,2,23,1,5,Cloudy,0.3,Strict,0.06,5,10,0.11,2,3,1.7,0,0,96,49.3,14.27,0.05,14
2025-02-01,Saturday,Morning,Clinic_22,Emergency,Urban,Routine,73,14.2,8,12,5,4,6,Storm,0.95,Moderate,0.11,8,9,0.12,1,5,1.75,0,0,65,25.63,8.27,0.09,10
2025-05-08,Thursday,Afternoon,Clinic_22,Chronic,Rural,Urgent,73,11.1,9,27,24,3,8,Storm,0.85,Strict,0.09,6,8,0.11,3,5,1.87,1,0,86,53.05,5.45,0.09,16
2024-12-12,Thursday,Evening,Clinic_25,Maternal,Rural,Follow-up,88,22.4,10,27,27,3,5,Cloudy,0.61,Open,0.02,1,5,0.06,1,4,3.65,0,0,112,44.9,17.91,0.04,14
2025-01-29,Wednesday,Evening,Clinic_11,Chronic,Urban,Urgent,54,19.7,10,19,5,5,8,Clear,0.48,Moderate,0.02,1,4,0.07,3,5,2.92,0,1,59,37.48,3.63,0.14,9
2024-12-15,Sunday,Evening,Clinic_26,Emergency,Urban,Routine,114,20.0,8,9,27,0,9,Cloudy,0.33,Moderate,0.07,7,11,0.1,4,5,1.8,0,1,123,63.4,7.33,0.07,17
2025-05-22,Thursday,Morning,Clinic_4,Chronic,Urban,Routine,44,28.6,9,28,20,5,6,Cloudy,0.81,Strict,0.06,2,3,0.07,2,4,1.8,0,0,64,20.89,8.58,0.09,5
2025-06-03,Tuesday,Evening,Clinic_11,Maternal,Urban,Urgent,62,16.9,10,23,26,3,4,Cloudy,0.72,Open,0.14,8,13,0.21,3,1,3.05,0,0,70,43.0,13.2,0.06,11
2024-12-11,Wednesday,Evening,Clinic_19,Maternal,Urban,Urgent,85,17.4,9,30,30,1,6,Cloudy,0.66,Strict,0.07,5,8,0.09,3,3,2.88,0,0,103,39.1,13.26,0.06,14
2025-03-02,Sunday,Evening,Clinic_30,Maternal,Urban,Routine,69,17.9,10,27,6,4,6,Cloudy,0.45,Moderate,0.17,11,9,0.13,4,2,3.0,0,0,59,34.89,6.34,0.1,10
2025-05-19,Monday,Evening,Clinic_2,Emergency,Rural,Follow-up,58,20.0,10,3,20,5,10,Storm,1.0,Open,0.05,2,7,0.12,5,5,2.91,0,0,74,28.13,4.59,0.14,7
2025-02-09,Sunday,Morning,Clinic_27,Maternal,Urban,Urgent,103,24.7,8,27,20,5,6,Cloudy,0.78,Moderate,0.11,11,10,0.1,4,2,3.58,0,0,107,45.2,13.31,0.06,11
2024-12-18,Wednesday,Afternoon,Clinic_3,Emergency,Rural,Follow-up,114,23.9,8,22,10,0,9,Cloudy,0.28,Moderate,0.08,9,11,0.1,8,1,2.54,1,0,104,57.07,5.85,0.09,17
2024-12-20,Friday,Afternoon,Clinic_10,Maternal,Urban,Routine,104,26.1,8,23,30,0,7,Clear,0.49,Open,0.1,10,9,0.09,2,5,3.54,0,0,115,39.2,12.51,0.06,11
2025-03-25,Tuesday,Morning,Clinic_4,Pediatric,Rural,Routine,43,28.9,8,16,26,1,9,Storm,0.67,Strict,0.19,8,3,0.07,7,2,1.35,0,0,59,23.52,4.2,0.15,10
2024-12-18,Wednesday,Evening,Clinic_6,Chronic,Urban,Follow-up,110,27.3,10,12,28,3,6,Storm,0.71,Moderate,0.03,3,11,0.1,2,4,2.66,0,0,127,48.2,16.35,0.05,13
2025-04-26,Saturday,Morning,Clinic_1,Emergency,Rural,Follow-up,77,23.9,8,25,5,0,4,Rain,0.51,Open,0.03,2,6,0.08,2,2,2.28,0,1,74,54.01,13.1,0.05,15
2025-06-03,Tuesday,Evening,Clinic_6,Chronic,Urban,Follow-up,119,21.1,10,25,18,2,5,Cloudy,0.25,Open,0.04,4,8,0.07,1,4,2.67,0,1,127,70.19,18.38,0.04,22
2025-02-18,Tuesday,Morning,Clinic_28,Emergency,Urban,Routine,98,21.1,9,3,27,5,4,Clear,0.3,Strict,0.16,15,14,0.14,1,3,1.79,1,1,101,88.35,16.41,0.04,20
2025-03-12,Wednesday,Afternoon,Clinic_12,Emergency,Urban,Follow-up,113,29.5,10,0,10,0,7,Rain,0.44,Open,0.17,19,10,0.09,1,6,2.83,0,0,94,44.84,8.94,0.07,14
2025-01-08,Wednesday,Afternoon,Clinic_20,Emergency,Urban,Urgent,67,12.0,8,7,26,4,10,Clear,0.35,Moderate,0.05,3,5,0.07,8,2,2.61,0,0,89,29.92,5.91,0.11,13
2025-02-04,Tuesday,Morning,Clinic_18,Pediatric,Rural,Follow-up,57,23.0,8,12,9,4,6,Cloudy,0.27,Moderate,0.13,7,0,0.0,3,3,2.63,0,0,63,40.72,6.43,0.1,11
2024-12-20,Friday,Evening,Clinic_23,Maternal,Rural,Urgent,116,23.1,10,19,18,5,5,Rain,0.54,Strict,0.12,13,11,0.09,1,4,2.25,0,0,115,55.4,17.46,0.04,19
2024-12-29,Sunday,Morning,Clinic_22,Emergency,Rural,Routine,70,16.6,8,11,30,3,9,Storm,0.82,Strict,0.02,1,0,0.0,4,5,3.57,0,0,102,30.38,8.3,0.09,9
2025-05-07,Wednesday,Morning,Clinic_6,Emergency,Rural,Urgent,58,26.4,9,3,13,0,4,Storm,0.76,Moderate,0.09,5,4,0.07,1,3,2.91,0,0,62,22.91,13.21,0.06,8
2025-03-13,Thursday,Morning,Clinic_12,Emergency,Rural,Follow-up,100,21.8,9,0,13,4,4,Rain,0.73,Strict,0.18,18,16,0.16,1,3,1.55,0,0,83,50.45,15.71,0.05,13
2025-04-25,Friday,Morning,Clinic_22,Emergency,Rural,Urgent,78,19.2,9,11,23,5,7,Cloudy,0.6,Moderate,0.03,2,9,0.12,6,1,2.51,0,0,95,40.19,9.55,0.07,12
2025-04-30,Wednesday,Afternoon,Clinic_28,General,Urban,Routine,84,24.6,8,5,21,5,6,Clear,0.27,Moderate,0.07,5,13,0.15,1,5,2.37,1,0,92,69.8,8.35,0.07,15
2025-05-27,Tuesday,Evening,Clinic_29,Emergency,Urban,Follow-up,100,10.3,8,29,20,0,9,Clear,0.77,Open,0.14,14,7,0.07,3,6,2.83,0,0,99,44.42,6.56,0.09,14
2025-01-18,Saturday,Afternoon,Clinic_6,Emergency,Urban,Routine,98,11.5,8,16,28,2,6,Storm,0.96,Moderate,0.2,19,8,0.08,5,1,2.5,0,0,101,43.15,12.52,0.06,14
2025-02-11,Tuesday,Evening,Clinic_28,General,Rural,Follow-up,93,19.7,9,6,17,1,8,Clear,0.79,Open,0.19,17,11,0.12,3,5,2.18,1,0,83,54.55,4.92,0.1,16
2025-04-16,Wednesday,Afternoon,Clinic_11,Pediatric,Rural,Routine,80,10.1,10,5,11,2,3,Cloudy,0.48,Strict,0.19,15,6,0.07,2,1,2.45,0,0,72,52.0,18.8,0.04,13
2024-12-13,Friday,Morning,Clinic_5,Pediatric,Urban,Follow-up,85,17.9,9,11,20,1,4,Cloudy,0.91,Open,0.12,10,7,0.08,1,3,2.05,0,1,89,62.72,15.98,0.04,16
2025-05-03,Saturday,Evening,Clinic_7,General,Urban,Follow-up,64,10.8,9,13,8,3,10,Storm,0.92,Strict,0.05,3,4,0.06,6,4,3.42,0,0,68,29.8,3.82,0.15,7
2025-05-14,Wednesday,Evening,Clinic_5,Pediatric,Rural,Urgent,115,24.5,10,26,11,3,7,Cloudy,0.31,Strict,0.04,4,5,0.04,4,3,3.21,0,0,120,42.08,12.93,0.06,15
2025-05-16,Friday,Afternoon,Clinic_14,Emergency,Urban,Follow-up,32,19.6,9,15,9,1,8,Clear,0.81,Strict,0.11,3,0,0.0,7,1,3.12,0,0,39,8.54,4.02,0.21,4
2024-12-26,Thursday,Morning,Clinic_22,Chronic,Urban,Follow-up,109,24.1,8,22,9,5,5,Rain,0.35,Open,0.06,6,10,0.09,1,4,1.83,0,1,107,62.66,15.13,0.05,19
2025-04-27,Sunday,Morning,Clinic_14,General,Urban,Routine,110,27.3,9,13,25,1,6,Storm,0.76,Strict,0.04,4,11,0.1,4,2,2.91,0,1,121,74.88,12.68,0.05,17
2025-03-14,Friday,Afternoon,Clinic_12,Pediatric,Rural,Urgent,58,18.4,9,28,15,3,10,Clear,0.35,Strict,0.03,1,10,0.17,7,3,2.57,0,0,65,19.91,4.51,0.15,4
2025-01-11,Saturday,Afternoon,Clinic_6,Pediatric,Rural,Follow-up,36,16.7,8,3,26,5,8,Clear,0.75,Strict,0.06,2,3,0.08,4,4,3.15,0,0,62,29.66,4.78,0.13,10
2025-05-15,Thursday,Evening,Clinic_9,Maternal,Rural,Routine,72,27.7,8,20,16,5,8,Clear,0.23,Open,0.15,10,2,0.03,5,3,2.49,0,0,81,29.84,7.14,0.1,10
2025-01-14,Tuesday,Afternoon,Clinic_24,Chronic,Urban,Urgent,54,24.4,8,4,11,5,10,Rain,0.53,Open,0.19,10,8,0.15,2,8,2.21,1,0,52,31.18,2.08,0.19,9
2025-02-27,Thursday,Afternoon,Clinic_3,Chronic,Rural,Urgent,62,28.6,10,25,29,4,8,Clear,0.33,Moderate,0.18,11,7,0.11,4,4,2.78,0,0,77,44.28,5.2,0.1,9
2025-05-26,Monday,Evening,Clinic_27,Chronic,Rural,Urgent,119,20.6,10,2,9,2,3,Rain,0.55,Open,0.19,22,13,0.11,1,2,3.33,0,0,95,43.31,27.34,0.03,15
2025-06-02,Monday,Morning,Clinic_19,General,Rural,Urgent,79,24.2,10,8,22,3,9,Storm,0.88,Moderate,0.13,10,6,0.08,4,5,2.44,0,0,88,37.94,5.98,0.1,10
2025-05-13,Tuesday,Evening,Clinic_5,Pediatric,Urban,Follow-up,120,27.5,8,20,13,4,4,Rain,0.99,Strict,0.05,6,9,0.07,1,3,2.52,0,0,122,50.06,25.49,0.03,13
2025-03-20,Thursday,Evening,Clinic_9,Maternal,Rural,Urgent,98,15.9,8,20,8,0,8,Clear,0.86,Strict,0.13,12,11,0.11,3,5,1.7,0,1,83,50.73,5.3,0.1,15
2025-01-31,Friday,Evening,Clinic_9,Emergency,Urban,Follow-up,65,14.4,9,6,10,2,3,Cloudy,0.32,Strict,0.12,7,1,0.02,1,2,2.03,0,0,69,42.47,18.75,0.04,9
2025-04-06,Sunday,Morning,Clinic_7,Emergency,Rural,Urgent,85,13.6,9,0,16,1,10,Storm,0.33,Strict,0.04,3,7,0.08,3,7,2.82,0,0,92,33.92,5.81,0.11,10
2025-03-25,Tuesday,Evening,Clinic_13,General,Urban,Urgent,80,25.0,8,19,26,4,6,Clear,0.5,Strict,0.03,2,6,0.07,1,5,3.5,0,0,102,54.69,11.53,0.06,16
2024-12-18,Wednesday,Evening,Clinic_1,General,Urban,Urgent,44,24.7,9,27,5,5,3,Clear,0.36,Moderate,0.04,1,4,0.09,1,2,1.93,0,1,49,43.05,12.03,0.06,11
2025-02-24,Monday,Afternoon,Clinic_21,Emergency,Urban,Routine,102,26.5,8,17,19,1,7,Storm,0.28,Moderate,0.08,8,11,0.11,2,5,3.48,0,0,103,45.85,10.13,0.07,11
2025-01-05,Sunday,Morning,Clinic_30,Chronic,Urban,Follow-up,48,13.4,8,7,5,1,3,Clear,0.97,Moderate,0.06,2,7,0.15,2,1,1.8,0,0,45,25.48,12.45,0.07,7
2025-04-22,Tuesday,Morning,Clinic_14,Emergency,Rural,Urgent,75,13.6,9,4,7,4,8,Storm,0.7,Moderate,0.04,3,13,0.17,1,7,4.68,0,0,70,34.03,5.35,0.11,10
2024-12-14,Saturday,Morning,Clinic_26,General,Urban,Urgent,74,12.9,8,12,8,2,10,Cloudy,0.78,Moderate,0.14,10,9,0.12,5,5,3.12,0,0,65,22.6,4.24,0.15,11
2025-04-04,Friday,Morning,Clinic_6,Chronic,Rural,Follow-up,38,19.9,9,22,8,4,9,Cloudy,0.68,Open,0.19,7,4,0.11,5,4,2.85,0,0,39,21.73,2.16,0.23,7
2025-04-26,Saturday,Evening,Clinic_18,Maternal,Rural,Routine,72,21.6,9,16,9,5,6,Rain,0.76,Strict,0.09,6,9,0.12,5,1,2.07,0,0,71,33.81,8.45,0.08,8
2025-03-25,Tuesday,Morning,Clinic_30,Pediatric,Rural,Routine,76,15.9,8,26,5,1,3,Cloudy,0.39,Strict,0.09,6,8,0.11,2,1,3.05,1,1,68,73.09,15.36,0.04,21
2025-02-11,Tuesday,Evening,Clinic_14,Pediatric,Urban,Urgent,37,12.1,10,2,28,1,4,Cloudy,0.87,Strict,0.19,7,3,0.08,3,1,2.97,0,0,56,28.14,11.19,0.07,6
2025-03-20,Thursday,Afternoon,Clinic_5,Maternal,Rural,Urgent,33,12.8,10,22,9,2,5,Storm,0.58,Open,0.03,0,5,0.15,1,4,3.09,0,0,39,20.93,5.71,0.13,5
2025-02-22,Saturday,Evening,Clinic_25,Maternal,Urban,Routine,73,17.9,9,21,19,5,3,Cloudy,0.64,Moderate,0.07,5,2,0.03,1,2,2.25,0,0,90,52.35,24.77,0.03,15
2025-04-28,Monday,Afternoon,Clinic_5,Maternal,Rural,Urgent,103,11.1,9,5,21,2,6,Clear,0.85,Moderate,0.1,10,11,0.11,2,4,2.53,0,0,105,47.44,12.76,0.06,13
2025-04-03,Thursday,Afternoon,Clinic_7,Pediatric,Urban,Routine,91,11.6,10,24,15,5,9,Storm,0.22,Moderate,0.17,15,11,0.12,3,6,2.79,0,0,85,41.76,5.27,0.11,11
2025-03-13,Thursday,Evening,Clinic_7,General,Urban,Follow-up,50,11.7,10,18,22,0,4,Clear,0.65,Moderate,0.06,3,0,0.0,1,3,3.27,0,0,69,30.61,14.19,0.06,6
2025-02-08,Saturday,Afternoon,Clinic_17,Maternal,Rural,Follow-up,35,24.5,8,22,6,2,4,Clear,0.47,Open,0.19,6,5,0.14,1,3,2.23,1,0,32,48.8,3.12,0.12,12
2024-12-23,Monday,Morning,Clinic_10,Maternal,Urban,Urgent,94,19.3,10,2,8,4,5,Rain,0.91,Open,0.02,1,11,0.12,4,1,1.54,0,1,94,64.26,12.37,0.05,18
2025-04-16,Wednesday,Afternoon,Clinic_12,Emergency,Rural,Routine,113,27.8,10,12,9,5,5,Rain,0.37,Open,0.2,22,10,0.09,3,2,2.6,0,0,95,42.02,14.8,0.05,14
2025-03-02,Sunday,Evening,Clinic_28,General,Rural,Routine,107,19.1,8,29,7,1,10,Storm,0.33,Moderate,0.04,4,7,0.07,1,9,1.55,0,1,104,39.49,6.45,0.1,15
2025-01-30,Thursday,Afternoon,Clinic_9,Chronic,Urban,Routine,103,29.4,9,1,16,2,4,Storm,0.89,Moderate,0.03,3,8,0.08,3,1,3.57,0,0,110,46.22,22.88,0.04,10
2025-03-26,Wednesday,Evening,Clinic_15,Pediatric,Urban,Urgent,82,29.5,8,23,24,5,5,Rain,0.76,Open,0.1,8,4,0.05,3,2,3.37,0,0,99,48.32,14.97,0.05,12
2025-03-19,Wednesday,Afternoon,Clinic_28,Chronic,Urban,Follow-up,31,19.3,10,17,9,0,7,Cloudy,0.29,Strict,0.09,2,3,0.1,5,2,2.85,0,0,35,20.39,2.96,0.2,8
2025-02-13,Thursday,Afternoon,Clinic_7,Chronic,Urban,Follow-up,43,19.1,10,4,17,3,6,Cloudy,0.32,Strict,0.09,3,3,0.07,1,5,1.57,0,1,57,41.83,5.32,0.11,11
2025-01-17,Friday,Morning,Clinic_2,Maternal,Urban,Urgent,70,18.5,9,20,23,0,9,Rain,0.27,Strict,0.03,2,4,0.06,6,3,1.83,0,1,87,46.22,5.04,0.1,12
2025-05-31,Saturday,Evening,Clinic_29,Pediatric,Urban,Routine,65,11.8,9,10,17,0,7,Storm,0.33,Moderate,0.18,11,6,0.09,4,3,1.97,0,0,65,27.85,6.5,0.11,6
2025-04-07,Monday,Afternoon,Clinic_27,General,Urban,Routine,83,24.5,10,19,20,3,5,Rain,0.46,Open,0.19,15,10,0.12,4,1,3.22,0,0,81,35.17,12.68,0.06,9
2025-01-31,Friday,Evening,Clinic_14,Pediatric,Urban,Follow-up,70,28.9,8,20,5,1,10,Cloudy,0.71,Open,0.19,13,2,0.03,8,2,2.04,0,0,61,19.58,4.14,0.16,4
2025-04-26,Saturday,Morning,Clinic_12,Maternal,Urban,Urgent,42,21.5,8,11,6,1,6,Storm,0.21,Moderate,0.1,4,1,0.02,5,1,1.8,0,0,44,21.14,5.22,0.14,6
2025-03-28,Friday,Evening,Clinic_14,Emergency,Rural,Routine,94,28.5,9,13,8,5,10,Storm,0.34,Open,0.14,13,7,0.07,8,2,2.62,0,0,87,31.97,5.5,0.11,10
2025-04-04,Friday,Morning,Clinic_3,General,Urban,Urgent,50,10.3,9,3,22,3,9,Cloudy,0.8,Open,0.07,3,10,0.2,7,2,3.44,0,0,62,21.0,4.79,0.15,8
2024-12-16,Monday,Morning,Clinic_8,Chronic,Rural,Routine,99,13.9,9,30,8,5,10,Clear,0.48,Moderate,0.11,10,12,0.12,1,9,1.7,0,1,90,55.29,3.47,0.11,19
2025-01-25,Saturday,Afternoon,Clinic_29,Pediatric,Rural,Follow-up,82,23.5,8,28,25,5,9,Cloudy,0.23,Strict,0.02,1,4,0.05,6,3,1.86,0,0,107,46.69,7.22,0.08,13
2024-12-25,Wednesday,Afternoon,Clinic_7,Emergency,Rural,Routine,49,26.0,10,13,30,2,8,Rain,0.95,Moderate,0.08,3,6,0.12,5,3,2.74,1,0,72,53.65,3.63,0.11,10
2025-01-01,Wednesday,Morning,Clinic_21,Emergency,Rural,Urgent,52,28.3,10,5,17,2,5,Storm,0.36,Strict,0.1,5,8,0.15,1,4,3.32,0,0,58,30.95,8.5,0.09,8
2024-12-27,Friday,Evening,Clinic_5,Chronic,Rural,Routine,33,14.8,8,9,18,0,5,Rain,0.63,Strict,0.03,0,0,0.0,1,4,2.86,0,0,51,26.76,7.52,0.1,6
2024-12-27,Friday,Evening,Clinic_28,General,Urban,Follow-up,78,28.5,8,3,29,2,3,Rain,0.43,Strict,0.07,5,11,0.14,1,2,2.27,0,0,93,52.72,25.73,0.03,12
2025-03-16,Sunday,Morning,Clinic_14,General,Rural,Urgent,41,11.5,10,13,7,3,8,Cloudy,0.91,Open,0.18,7,4,0.1,2,6,2.38,0,0,40,20.43,2.96,0.2,5
2025-03-25,Tuesday,Morning,Clinic_4,Pediatric,Rural,Follow-up,87,29.9,10,17,30,1,5,Clear,0.33,Open,0.07,6,8,0.09,2,3,3.08,0,0,104,45.42,16.26,0.05,10
2025-06-03,Tuesday,Morning,Clinic_1,Pediatric,Urban,Routine,62,11.7,10,30,8,1,3,Rain,0.41,Moderate,0.12,7,11,0.18,1,2,3.47,0,0,53,26.64,15.0,0.06,9
2025-02-14,Friday,Morning,Clinic_9,Maternal,Urban,Urgent,55,26.9,10,8,7,2,7,Cloudy,0.28,Open,0.1,5,3,0.05,4,3,2.68,0,1,56,40.47,3.95,0.12,10
2025-01-17,Friday,Afternoon,Clinic_20,General,Rural,Follow-up,69,14.0,9,11,10,1,10,Clear,0.56,Strict,0.1,6,4,0.06,8,2,2.02,0,0,70,17.62,5.24,0.14,5
2025-03-21,Friday,Afternoon,Clinic_14,Maternal,Rural,Routine,95,11.5,10,11,13,4,9,Storm,0.32,Moderate,0.07,6,9,0.09,6,3,2.0,0,0,97,41.41,6.64,0.09,16
2025-03-21,Friday,Morning,Clinic_18,General,Rural,Follow-up,45,22.0,10,6,5,2,3,Clear,0.65,Open,0.15,6,2,0.04,1,2,2.67,0,0,44,30.5,11.62,0.07,9
2025-01-07,Tuesday,Afternoon,Clinic_27,Pediatric,Urban,Routine,107,11.0,9,15,30,5,4,Clear,0.99,Moderate,0.12,12,10,0.09,3,1,3.02,0,0,120,64.01,23.6,0.03,15
2025-03-28,Friday,Morning,Clinic_21,Emergency,Urban,Follow-up,45,15.7,9,1,8,3,5,Clear,0.47,Strict,0.13,5,7,0.16,4,1,3.12,0,0,44,23.18,6.48,0.11,6
2025-05-12,Monday,Morning,Clinic_18,Pediatric,Rural,Urgent,38,10.9,9,22,20,0,9,Cloudy,0.59,Open,0.15,5,5,0.13,5,4,2.35,0,0,48,23.76,2.96,0.19,11
2025-01-12,Sunday,Afternoon,Clinic_28,Chronic,Urban,Routine,45,11.8,10,28,16,4,4,Storm,0.85,Open,0.03,1,2,0.04,1,3,1.53,0,0,62,36.02,11.9,0.06,10
2025-01-16,Thursday,Morning,Clinic_9,Pediatric,Rural,Follow-up,30,24.0,8,18,27,0,7,Cloudy,0.3,Moderate,0.18,5,2,0.07,1,6,3.52,0,1,50,31.81,3.96,0.14,9
2025-02-04,Tuesday,Afternoon,Clinic_22,Chronic,Rural,Follow-up,48,25.5,9,7,29,4,9,Clear,0.41,Moderate,0.13,6,2,0.04,2,7,3.7,0,0,73,41.86,3.93,0.12,9
2025-01-17,Friday,Afternoon,Clinic_2,Maternal,Urban,Urgent,40,14.3,9,6,16,4,6,Cloudy,0.28,Strict,0.14,5,2,0.05,2,4,3.1,0,0,53,27.06,6.13,0.11,7
2025-06-06,Friday,Evening,Clinic_4,Maternal,Urban,Follow-up,105,17.7,9,27,29,4,8,Rain,0.82,Strict,0.16,16,10,0.1,3,5,1.16,0,0,112,50.93,8.91,0.07,14
2025-05-12,Monday,Evening,Clinic_4,Maternal,Urban,Follow-up,38,13.7,8,15,13,3,5,Cloudy,0.48,Strict,0.14,5,2,0.05,1,4,3.51,0,1,47,36.12,5.79,0.11,10
2025-05-29,Thursday,Morning,Clinic_15,Pediatric,Rural,Routine,100,11.0,9,23,7,2,9,Cloudy,0.36,Strict,0.06,6,9,0.09,7,2,2.3,0,0,94,37.45,6.7,0.1,13
2025-04-25,Friday,Morning,Clinic_21,Maternal,Urban,Routine,81,12.3,8,18,10,4,7,Storm,0.39,Open,0.12,9,9,0.11,4,3,3.18,0,0,77,34.64,7.54,0.09,9
2025-01-30,Thursday,Evening,Clinic_9,Chronic,Urban,Routine,42,25.7,9,20,13,1,9,Storm,0.76,Moderate,0.09,3,0,0.0,2,7,1.92,0,0,53,32.35,2.65,0.17,11
2025-03-27,Thursday,Morning,Clinic_6,Pediatric,Rural,Routine,30,29.2,10,15,8,1,10,Cloudy,0.47,Strict,0.15,4,0,0.0,4,6,1.57,0,0,35,11.91,2.31,0.29,4
2025-05-12,Monday,Morning,Clinic_16,General,Urban,Routine,63,21.3,9,26,7,1,3,Rain,0.62,Strict,0.13,8,7,0.11,2,1,2.32,0,0,56,32.27,15.44,0.05,10
2025-04-01,Tuesday,Afternoon,Clinic_18,Pediatric,Rural,Follow-up,48,17.3,8,26,29,0,4,Storm,0.44,Moderate,0.07,3,5,0.1,3,1,1.0,0,0,69,34.75,13.78,0.06,7
2025-04-05,Saturday,Afternoon,Clinic_28,Maternal,Urban,Follow-up,96,20.0,8,18,29,5,10,Cloudy,0.49,Open,0.04,3,10,0.1,9,1,4.59,0,0,117,47.64,6.94,0.09,13
2025-01-24,Friday,Afternoon,Clinic_29,Emergency,Urban,Follow-up,41,28.2,9,28,11,3,4,Storm,0.51,Moderate,0.19,7,6,0.15,3,1,2.84,0,1,42,46.4,5.86,0.1,12
2025-02-24,Monday,Afternoon,Clinic_19,Pediatric,Rural,Routine,65,29.4,9,29,14,1,3,Rain,0.57,Strict,0.12,7,12,0.18,2,1,1.71,0,0,61,39.37,16.4,0.05,9
2025-05-23,Friday,Afternoon,Clinic_2,Maternal,Rural,Urgent,96,12.5,9,9,14,4,5,Clear,0.54,Open,0.07,6,11,0.11,3,2,1.86,0,0,97,44.71,14.93,0.05,13
2025-03-07,Friday,Evening,Clinic_5,General,Rural,Routine,30,29.9,8,13,6,2,5,Clear,0.43,Strict,0.08,2,5,0.17,3,2,3.14,0,0,31,13.77,4.82,0.16,4
2025-05-15,Thursday,Evening,Clinic_10,Maternal,Rural,Urgent,90,27.5,10,4,16,1,9,Rain,0.4,Moderate,0.1,9,6,0.07,2,7,1.62,0,1,92,47.41,5.48,0.1,13
2025-04-22,Tuesday,Morning,Clinic_13,Chronic,Urban,Routine,100,20.5,10,10,11,2,7,Storm,0.57,Moderate,0.04,4,17,0.17,5,2,2.8,1,0,92,52.61,7.88,0.08,14
2025-01-02,Thursday,Morning,Clinic_25,Maternal,Rural,Routine,89,21.6,9,4,18,3,10,Storm,0.24,Moderate,0.02,1,11,0.12,9,1,3.96,0,0,98,27.27,7.07,0.1,6
2025-02-26,Wednesday,Afternoon,Clinic_27,General,Rural,Urgent,46,11.9,9,18,17,5,3,Cloudy,0.75,Strict,0.1,4,10,0.22,2,1,2.77,0,0,54,34.46,14.55,0.06,10
2025-05-21,Wednesday,Morning,Clinic_8,Maternal,Rural,Urgent,45,16.2,8,25,28,4,3,Cloudy,0.7,Strict,0.15,6,0,0.0,1,2,2.5,0,1,71,59.14,17.75,0.04,15
2025-02-03,Monday,Morning,Clinic_16,General,Rural,Follow-up,44,11.1,8,9,7,0,5,Cloudy,0.59,Strict,0.13,5,1,0.02,1,4,2.56,0,0,45,17.07,7.29,0.11,6
2024-12-24,Tuesday,Morning,Clinic_5,Maternal,Urban,Urgent,60,24.8,10,6,22,2,10,Cloudy,0.58,Moderate,0.17,10,3,0.05,2,8,2.21,0,0,71,22.02,4.9,0.14,8
2025-05-27,Tuesday,Morning,Clinic_15,Chronic,Rural,Routine,115,10.6,9,3,8,4,10,Cloudy,0.21,Moderate,0.09,10,14,0.12,5,5,2.34,0,0,103,39.69,6.33,0.1,10
2025-03-23,Sunday,Evening,Clinic_15,Pediatric,Urban,Routine,34,17.2,10,6,25,5,10,Storm,0.92,Open,0.03,1,2,0.06,6,4,2.46,1,0,61,58.3,0.27,0.16,11
2025-05-03,Saturday,Afternoon,Clinic_23,Maternal,Rural,Urgent,79,16.1,9,2,21,0,5,Cloudy,0.5,Moderate,0.14,11,12,0.15,3,2,3.2,0,0,77,40.6,11.34,0.06,15
2024-12-14,Saturday,Evening,Clinic_20,Chronic,Urban,Routine,107,10.6,10,5,26,1,7,Rain,0.28,Strict,0.04,4,11,0.1,3,4,2.77,0,0,119,47.33,12.27,0.06,17
2024-12-30,Monday,Morning,Clinic_4,Maternal,Rural,Follow-up,93,28.4,8,19,26,3,8,Storm,0.29,Open,0.16,14,12,0.13,7,1,2.06,0,0,96,37.8,8.22,0.08,11
2025-06-06,Friday,Morning,Clinic_21,Emergency,Urban,Routine,39,15.0,9,21,19,2,3,Storm,0.38,Open,0.19,7,1,0.03,2,1,2.46,0,0,52,39.39,13.39,0.06,8
